code,nom,fbID,apropos,description,mission,categorie1,categorie2,categorie3,pays,état,ville,adresse courte,adresse longue,likes,talking_about,Indice (L*TA/10⁶)
MessagerLachineDorval,Le Messager Lachine & Dorval,166241803496061,"Le Messager Lachine-Dorval, un hebdomadaire publié tous les jeudis dans les arrondissements de Lachine et Dorval.","Le Messager Lachine-Dorval, c'est un hebdomadaire de TC Media publié tous les jeudis dans les arrondissements de Lachine et Dorval, un site Web branché sur sa communauté (http://www.messagerlachine.com/) et une page Twitter tout aussi dynamique et interactive (twitter.com/MessagerLachine)

Site Web: www.messagerlachine.com

Twitter: @MessagerLachine

Rédaction: redaction_lachine-dorval@tc.tc

Ventes: sylvie.marleau@tc.tc","Être VOTRE journal. Celui qui parle de vous et de nous. Comme vous, Le Messager Lachine-Dorval est un acteur de sa communauté. Après le roman, voici le journal dont vous êtes les héros! ",Media/News Company,?,?,Canada,QC,Dorval,"455, boulevard Fénelon, suite 303","455, boulevard Fénelon, suite 303, Dorval, Quebec H9S 5T8",2123,166,"0,352418"
avenues.ca,Avenues.ca,468099820032952,"Avenues.ca un média web aux chroniques pertinentes et des Rendez-vous Voyage, Culture, Dégustation et Inspiration branchés sur vos passions! ",?,?,Media/News Company,?,?,Canada,QC,Montreal,?,"Montreal, Quebec",3508,99,"0,347292"
cign.cign,Cign Coaticook,884951561568276,"Bienvenue sur la page Facebook de CIGN FM 96.7, la radio  communautaire de la Vallée de la Coaticook.","Bienvenue sur la page Facebook de CIGN FM 96.7, la radio  communautaire de la Vallée de la Coaticook. L'endroit idéal pour partager des informations pertinentes sur l'actualité de notre région ou pour poursuivre la conversation avec les auditeurs et les animateurs des émissions. 

Deux règles : 1) l'intimidation, le sexisme et le racisme sont interdits ; 2) pendant la diffusion d'une émission en direct, cette page du groupe FB sert à communiquer en priorité avec les personnes en studio ou les auditeurs de l'émission en cours.",?,Media/News Company,?,?,Canada,QC,Coaticook,39 Main Ouest,"39 Main Ouest, Coaticook J1A1P3",4776,72,"0,343872"
GranbyExpress,GranbyExpress.com,166245640068750,Pour consulter nos modalités d'utilisation cliquez ici->http://bit.ly/1xkHPsz,"Adresse:
121-3, rue Principale, 
Cowansville (Québec) J2K 1J3

Téléphone (sans frais): 1 800 363-4542",Site Web d'informations locales et hedbomadaire régional de Granby et de la Haute-Yamaska. Pour nous suivre sur Twitter: @GranbyExpress,Newspaper,?,?,Canada,QC,Cowansville,"121-3, rue Principale","121-3, rue Principale, Cowansville, Quebec J2K 1J3",5804,58,"0,336632"
CKRL891,"CKRL 89,1",155436694520450,"En ondes depuis le 15 février 1973, CKRL","En ondes depuis le 15 février 1973

Pour nous écouter en direct: http://goo.gl/cdXUp6

Twitter: @CKRL891
Instagram: CKRL891",?,Broadcasting & Media Production Company,Radio Station,Community Organization,Canada,QC,Quebec,405 3e avenue,"405 3e avenue, Quebec, Quebec G1L 2W2",4407,76,"0,334932"
ckiafm,CKIA FM,115737995163836,CKIA FM c'est une radio avec plus de 50  émissions diversifiées ! Venez-nous écouter au 88.3 FM et via notre site Web www.ckiafm.org,"CKIA FM 88.3, c'est : #resistanceradiophonique
- plus de 150 réalisateurs bénévoles;
- 115 heures de programmes diversifiés chaque semaine;
- 350 watts de puissance pour une large diffusion dans la région de Québec;
- Une attention portée sur l'information, qu'elle soit locale, internationale, écologique, féministe, artistique, etc;
- Des genres musicaux variés, allant du blues au classique, en passant par le jazz, le rock, avec un accent mis sur la musique francophone et les musiques du monde;
- L'art sous différents aspects, que ce soit le théâtre, le cinéma, la littérature ou la représentation de cultures variées;
- Des programmes dans de nombreuses langues, reflétant la diversité de Québec.","Mission

CKIA-FM est une radio communautaire urbaine et citoyenne qui favorise l’émergence d’une société inclusive, solidaire et progressiste dans la grande région de Québec. Pour ce faire, elle :
donne la parole aux individus ainsi qu’au milieu communautaire et associatif ;
diffuse des émissions qui font avancer la réflexion sur les enjeux de société et qui inspirent l’action ;
offre du contenu culturel diversifié et original qui met en valeur la scène locale.

Vision

CKIA-FM, par la qualité de sa programmation et les partenariats qu’elle développe avec sa communauté, vise à être reconnue comme LA radio de référence à Québec pour comprendre les enjeux locaux et régionaux liés à la vie en société, à l’actualité et à la culture.
 
Valeurs

Afin de réaliser sa mission et de poursuivre sa vision, CKIA-FM fait siennes les valeurs suivantes :
 
L’engagement : Toute l’équipe de travail et de bénévoles de CKIA-FM est engagée et mobilisée au service de la mission de l’organisation et du rôle et des responsabilités liés à son statut de diffuseur.  Tous s’impliquent activement afin d’offrir à notre communauté, une radio engagée et de qualité qui rejoint les préoccupations de notre auditoire.

L’ouverture :  L’ouverture — sur le monde, sur l’autre et sur la diversité des opinions — est au cœur de notre engagement et se reflète dans notre programmation, dans nos politiques et dans nos actions.

La solidarité : Par notre statut de radio communautaire, la solidarité est au cœur de notre mission. À CKIA-FM, nous pensons que cette obligation morale d’assistance mutuelle entre les personnes est la prémisse à une société meilleure, plus juste et plus égalitaire.

L'intégrité : Les relations entre la station et son auditoire, ses bénévoles, employés et partenaires sont marquées par cette honnêteté et cette probité sans lesquelles aucune relation de confiance n’est possible.

L'audace: La différence de CKIA-FM depuis trente ans s’incarne dans son contenu, sa programmation et ses façons de faire qui sortent des sentiers battus. Des émissions originales, un choix musical éclectique, une volonté de donner la parole à ceux qui l’ont moins, des idées progressistes pour faire évoluer notre société ; autant de façon d’être audacieux au bénéfice de nos auditeurs.",Broadcasting & Media Production Company,Radio Station,Community Organization,Canada,QC,Quebec,"335, rue St-Joseph Est, bureau 200","335, rue St-Joseph Est, bureau 200, Quebec, Quebec G1K 3B4",3559,90,"0,32031"
MessagerVerdun,Le Messager Verdun,379058848771978,"Le Messager Verdun, un journal local publié tous les jeudis à Verdun.","Le Messager Verdun, c'est un journal local de TC Media publié tous les jeudis à Verdun, un site Web branché sur sa communauté (www.messagerverdun.com) et une page Twitter tout aussi dynamique et interactive (www.twitter.com/MessagerVerdun).

Site Web: www.messagerverdun.com

Twitter: @MessagerVerdun

Rédaction: redaction_verdun@tc.tc

Ventes: sylvie.marleau@tc.tc
","Être VOTRE journal. Celui qui parle de vous et de nous. Comme vous, le Messager Verdun est un acteur de sa communauté. Après le roman, voici le journal dont vous êtes les héros!",Media/News Company,?,?,Canada,QC,Dorval,"455, boulevard Fénélon suite 303","455, boulevard Fénélon suite 303, Dorval, Quebec H9S 5T8",2701,118,"0,318718"
lavoixacadienne,La Voix acadienne,246332682050424,?,?,?,Broadcasting & Media Production Company,?,?,Canada,PE,Summerside,"5, Ave Maris Stella","5, Ave Maris Stella, Summerside, Prince Edward Island C1N 6M9",3549,89,"0,315861"
journalassurance,Le Journal de l'assurance,1580164405563702,"Depuis sa fondation en 1992, le Groupe de presse du Journal de l’assurance est le chef de file de l’information en assurance et en investissement.","Le Groupe de presse du Journal de l’assurance: leadeur de l’information en assurance et en investissement!

Depuis sa fondation, en 1992, le Groupe de presse du Journal de l’assurance est rapidement devenu l’un des grands fournisseurs de nouvelles du secteur de l’assurance et des services financiers. Ses diverses publications touchent maintenant plus de 64 000 lecteurs et lectrices.

De mois en mois, nous sommes la principale source de nouvelles et d’information stratégique des courtiers d’assurance, conseillers financiers et cadres de ce domaine. Nos publications vous proposent des informations exclusives :

  -  les nouveautés et tendances des secteurs de l’assurance, des placements et des finances;
  -  des entretiens stratégiques avec des dirigeants influents;
  -  les résultats financiers et parts de marché des compagnies de l’industrie;
  -  des tableaux comparatifs attendus de produits d’assurance.

Nos magazines comptent aussi en leurs rangs des collaborateurs chevronnés.

En plus de signer deux magazines, soit le Journal de l’assurance et The Insurance and Investment Journal, nous publions FlashFinance.ca, un bulletin électronique hebdomadaire qui s’adresse aux dirigeants de compagnies d’assurance, aux propriétaires de cabinets, aux directeurs de courtage et aux conseillers financiers.

AssuranceINTEL, notre service de veille concurrentielle du marché des produits d’assurance, permet aux conseillers, courtiers et agents de comparer plus de 300 produits d’assurance et d’obtenir des tableaux comparatifs sur mesure et à jour des sujets qui les intéressent particulièrement.

Parallèlement, notre Répertoire des services en assurance de dommages procure une excellente vue d’ensemble des produits et services offerts aux professionnels de cette industrie.

Le Groupe de presse du Journal de l’assurance est également derrière trois évènements annuels, qui sont vite devenus des incontournables. Chaque année, en novembre, au Palais des congrès de Montréal, nous organisons le Congrès de l’assurance et de l’investissement. Réunissant près de 1 400 participants auxquels s’ajoutent plus de 30 conférenciers et 65 exposants, c’est le plus grand évènement du genre à être organisé dans le domaine au Canada.

En mai, à Toronto, nous organisons le Canada Sales Congress, un congrès axé sur la vente, la performance et le développement des affaires.

Enfin, nous organisons la Journée de l’assurance de dommages, un congrès annuel qui présente des conférences sur divers enjeux touchant l’assurance de dommages. Il s’agit d’une occasion unique pour développer ses connaissances et faire du réseautage. L’évènement se tient au Palais des congrès de Montréal, en mars.",?,Newspaper,Broadcasting & Media Production Company,Publisher,Canada,QC,Montreal,321 Rue de la Commune Ouest # 100,"321 Rue de la Commune Ouest # 100, Montreal, Quebec H2Y 2E1",2469,127,"0,313563"
quartierhochelagacom,QuartierHochelaga.com,446523488724195,"Média local collaboratif
http://www.quartierhochelaga.com","Inclusif, rassembleur, sympathique, créatif, accessible et généreux : QuartierHochelaga.com (QH) est un média local à l’image de ses résidents, citoyens et travailleurs du quartier.  Informer, mais surtout, rendre service, communiquer, aller vers les autres et s’entraider.

Politique de modération des commentaires et annonces
La page Facebook de QuartierHochelaga.com soutient la mission et les objectifs du projet. De manière générale, QuartierHochelaga.com souhaite avoir un impact positif sur sa communauté et favorise le contenu inclusif et rassembleur. Nous vous encourageons à réagir à nos publications en les commentant. 
Cependant, et bien que nous voulions que cette page soit une plateforme libre et bien que nous préférerions ne pas avoir à le faire, nous nous réservons le droit de supprimer tout commentaire jugé abusif : propos haineux, indécents, injurieux, racistes, sexistes, homophobes, diffamatoires. Propos visant à remettre en question d’intégrité d’une personne, d’un groupe de personnes, d’un organisme ou d’un parti politique de façon malhonnête. Annonces immobilières personnelles ou liées à une firme de courtage immobilière en lien avec la vente d'une propriété située ou non dans le quartier. ","Faire en sorte que les résidents puissent vivre pleinement leur quartier ; qu’ils trouvent des réponses à leurs questions, les services qui répondent à leurs besoins, des activités qui nourrissent leurs intérêts et talents. Faciliter l’accès à l’information et la connaissance des ressources de notre milieu de vie. Redonner sa fierté au quartier et à ceux qui l’habitent.",Media/News Company,?,?,Canada,QC,Montreal,?,"Montreal, Quebec H1W1P9",7318,42,"0,307356"
revueababord,À Bâbord!,250861173912,"Publication indépendante paraissant tous les deux mois, la revue À bâbord ! est éditée au Québec.À bâbord ! a pour mandat d’informer, de formuler des analyses et des critiques sociales et d’offrir un espace ouvert pour débattre.",?,?,Nonprofit Organization,?,?,?,?,?,?,?,5009,61,"0,305549"
radar.hebdomadaire,"Le Radar, l'hebdomadaire des Îles",226348384967,www.leradar.qc.ca,?,"Présenter l'actualité locale aux madelinots d'ici et d'ailleurs par une information et des articles de qualité, en toute objectivité.",Newspaper,?,?,Canada,QC,Cap-aux-Meules,"110, ch. de Gros-Cap  (CP.8183)","110, ch. de Gros-Cap  (CP.8183), Cap-Aux-Meules, Quebec G4T 1R3",2819,99,"0,279081"
Lautjournal-128070017210168,L'aut'journal,128070017210168,"« Informer c’est mordre à l’os
tant qu’il y reste de quoi
ronger, renoncer à la béatitude
et lutter. C’est croire que le
monde peut changer. »
(Jacques Guay)",?,"UN JOURNAL POUR LE PEUPLE

Par Michel Chartrand


Au Québec il n’y a pas de journal pour le peuple. Il n’y a pas de quotidien qui traite des problèmes des travailleuses et des travailleurs et de leurs luttes. Il y a beaucoup de pauvreté au Québec. Selon les statistiques même du gouvernement, plus de 40 % de la population ne paye pas d’impôts sur le revenu parce que trop pauvre. Mais quel journal en parle ? 

Les journaux du Québec sont entre les mains des familles Desmarais et Péladeau. Power Corporation de la famille Desmarais possède, entre autres, dans le domaine des médias par l’entremise de sa filiale Gesca : la Presse, le Soleil, la Tribune de Sherbrooke, le Nouvelliste de Trois-Rivières, le Quotidien du Saguenay, le Droit d'Ottawa. 

Power Corporation est aussi associé au Groupe Transcontinental, propriétaire de plusieurs imprimeries, qui publie le journal Métro et une ribambelle de journaux régionaux. Enfin, Power Corporation, dont les liens sont bien connus avec le Parti libéral du Canada, est maintenant en « synergie » avec Radio-Canada. 

Quant à Quebecor de la famille Péladeau, ses presses impriment le Journal de Montréal et le Journal de Québec ainsi qu’une flopée de journaux régionaux. Les médias écrits de Péladeau sont aussi en « synergie » avec le réseau de télévision TVA et le cablodistributeur Vidéotron, que l’entreprise possède. 

Tous ces médias sont au service des intérêts de leurs propriétaires et de leur amis, particulièrement des grandes corporations qui achètent de la publicité dans leurs pages. Près de 80 % des revenus des quotidiens proviennent de la publicité. Alors, il ne faudrait pas penser qu’ils vont se préoccuper des problèmes du peuple, qu’ils vont informer le peuple et lui permettre de choisir, en toute connaissance de cause, ses dirigeantes et ses dirigeants. 

Il ne peut y avoir de véritable progrès social au Québec sans un journal qui traite des problèmes du peuple. Le mouvement syndical publie des bulletins pour informer ses membres, mais il ne produit pas de journal pour l’ensemble de la population. 

Depuis bientôt 25 ans, l’aut’journal essaie, avec des moyens de fortune, de combler ce vide. Il parle des questions ouvrière et syndicale, nationale et féministe, des problèmes et des combats sociaux. Il aborde les questions d’actualité nationale et internationale, d’économie, d’écologie, de culture, du point de vue du peuple. C’est dans ses pages qu’ont été lancées l’idée d’un Revenu de citoyenneté, dont je me fais le promoteur, et celle, également très importante, d’une réforme du mode de scrutin. 

L’aut’journal tire présentement à 20 000 exemplaires. Ce n’est pas négligeable. Ses artisans, qui œuvrent sur une base bénévole et militante, ambitionnent de créer un quotidien Internet. Ce serait une étape importante vers la création d’un véritable journal pour le peuple. Pour ce faire, ils ont besoin de votre appui. 

J’invite donc chaque progressiste, chaque syndicat, à devenir membre des AmiEs de l’aut’journal. C’est avec le soutien du peuple que nous pourrons nous doter d’un véritable journal pour le peuple. 


Solidairement vôtre, 

Michel Chartrand 
Président d’honneur",Newspaper,Broadcasting & Media Production Company,Advertising/Marketing,Canada,QC,Montreal,"4270, boul. Saint-Laurent, bureau 204","4270, boul. Saint-Laurent, bureau 204, Montreal, Quebec H2W 1Z4",4358,64,"0,278912"
